NAME
CMR_EXT_SDRM_CARRIERDETAIL_STG
CMR_EXT_SDRM_CARRIERDETAIL
CMR_EXT_SDRM_PRODUCT_STG
CMR_EXT_SDRM_PRODUCT
CMR_EXT_SDRM_TRACK_STG
CMR_EXT_SDRM_TRACK
CMR.CMR_DIM_PRICE_TYPE
CMR.VW_PRICETYPE_DIM
CMR.CMR_DIM_SALE_CHANNEL
CMR.VW_SALE_CHANNEL
CMR.CMR_DIM_CURRENCY
GTA_CURRENCY
VW_CURRENCY_DIM
CMR.VW_CURRENCY_DIM
CMR.CMR_DIM_CURRENCY
CMR.VW_CURRENCY_DIM
cmr_dim_period
vw_period_dim
cmr_dim_company
vw_company_dim
cmr_dim_country
gta_country
vw_country_dim
CMR.CMR_DIM_LABEL
CMR.VW_LABEL_DIM
CMR.CMR_DIM_LABEL
GTA_INTERNATIONAL_LABEL
CMR.VW_LABEL_DIM
CMR.CMR_DIM_LABEL
CMR_ADM_LOAD_LOG
CMR_EXT_SDRM_PRODUCT_STG
CMR_EXT_SDRM_PRODUCT
TMP_LABEL_DIM
CMR_EXT_SDRM_PRODUCT_STG
CMR_EXT_SDRM_TRACK_STG
CMR_EXT_SDRM_CARRIERDETAIL_STG
CMR_DIM_LABEL
TMP_LABEL_DIM
CMR_DIM_LABEL
GTA_INTERNATIONAL_LABEL
CMR_SDRM_FAC_INVOICE
CMR_EXT_SDRM_PRODUCT_STG
CMR_ADM_LOAD_LOG
CMR_EXT_SDRM_CARRIERDETAIL_STG
CMR_EXT_SDRM_CARRIERDETAIL
CMR_EXT_SDRM_TRACK_STG
CMR_EXT_SDRM_TRACK
CMR_SDRM_FAC_TRACK
"CMR.CMR_EXT_SDRM_TRACK_STG EXT,"
"CMR.CMR_DIM_LABEL LBL,"
"CMR.CMR_DIM_COMPANY CMP,"
CMR.CMR_DIM_CURRENCY CUR
CMR_EXT_SDRM_TRACK_STG
CMR_ADM_LOAD_LOG
CMR_SDRM_FAC_CARRIER
CMR_EXT_SDRM_CARRIERDETAIL_STG
CMR_DIM_LABEL
CMR_DIM_COMPANY
CMR_DIM_COUNTRY
CMR_DIM_SALE_CHANNEL
CMR_DIM_PRICE_TYPE
CMR_DIM_CURRENCY
CMR_ADM_LOAD_LOG
CMR_EXT_SDRM_PRODUCT_STG
CMR_EXT_SDRM_PRODUCT
CMR_EXT_SDRM_PRODUCT_STG
CMR_EXT_SDRM_PRODUCT
